"","lemma","Polarity","Emotion_Category","Personality"
"13256","疑懼","N","3,4",NA
"13257","疑慮","N","3,4",NA
"13258","疑難","N","4",NA
"13259","疑神","N","4",NA
"13260","疑神疑鬼","N","4",4
"13261","疑似","","2,4",NA
"13262","疑似","N","5",NA
"13263","疑問","N","",NA
"13264","疑心","N","4",4
"13265","疑心病","N","",NA
"13266","疑心生暗鬼","N","4",NA
"13267","遺臭萬年","N","4",NA
"13268","遺腹子","N","2",NA
"13269","遺憾","N","2",NA
"13270","遺留","N","2",NA
"13271","遺留","N","3",NA
"13272","遺棄","N","2",NA
"13273","遺失","N","",NA
"13274","遺書","N","2",NA
"13275","遺書","N","3",NA
"13276","遺孀","N","2",NA
"13277","遺孀","N","3",NA
"13278","遺體","N","2",NA
"13279","遺體","N","3",NA
"13280","遺物","N","2",NA
"13281","遺物","N","3",NA
"13282","遺言","N","2",NA
"13283","遺言","N","3",NA
"13284","頤指氣使","N","4",4
"13285","已不給我","N","2",NA
"13286","已成定局","N","2",NA
"13287","已讀","","4",NA
"13288","已分居","N","2",NA
"13289","已分居","N","3",NA
"13290","已故","N","2",NA
"13291","已故","N","3",NA
"13292","已獲改善","P","1",NA
"13293","已獲改善","P","1",NA
"13294","已經不是這麼重要","N","",NA
"13295","已經到了","P","1",NA
"13296","已經分手","N","2",NA
"13297","已經夠了","N","2",NA
"13298","已經離開","N","2",NA
"13299","已經完全沒有感覺","N","2",NA
"13300","已經造成","N","",NA
"13301","已經造成","N","",NA
"13302","已無夫妻情份","N","2",NA
"13303","已造成","N","2",NA
"13304","已造成","N","3",NA
"13305","以防","N","3",NA
"13306","以後不會再","N","",NA
"13307","以淚洗面","N","2",NA
"13308","以鄰為壑","N","4",4
"13309","以貌取人","N","",NA
"13310","以免","","4",NA
"13311","以免","N","3",NA
"13312","以免觸法","N","",NA
"13313","以免觸法","N","",NA
"13314","以前的你哪去了","","4",NA
"13315","以外表為優先","","4",NA
"13316","以往的心態","N","",NA
"13317","以為","0","",NA
"13318","以為開玩笑","0","5",NA
"13319","以為開玩笑","N","5",NA
"13320","以為你會回來","","4",NA
"13321","以正視聽","N","4",NA
"13322","倚老賣老","N","4",4
"13323","倚重","P","",NA
"13324","抑鬱","N","2",NA
"13325","抑鬱寡歡","N","2",NA
"13326","抑制","N","2",NA
"13327","易怒","N","4",4
"13328","疫苗變異率","","4",NA
"13329","疫苗變異率","N","3",NA
"13330","疫情","","4",NA
"13331","疫情","N","3",NA
"13332","疫情持續","","4",NA
"13333","疫情持續","N","3",NA
"13334","疫情仍持續","","4",NA
"13335","疫情仍持續","N","3",NA
"13336","疫情嚴重","","4",NA
"13337","疫情嚴重","N","3",NA
"13338","悒悒","N","2",NA
"13339","悒鬱不忿","N","2",NA
"13340","益","P","",NA
"13341","益處","P","",NA
"13342","異","0","",NA
"13343","異常","N","",NA
"13344","異常","N","",NA
"13345","異想天開","N","",NA
"13346","逸樂","P","1",NA
"13347","意氣用事","N","",NA
"13348","意識模糊","","4",NA
"13349","意識模糊","N","3",NA
"13350","意外","","2,4",NA
"13351","意外","N","3",NA
"13352","意味深長","N","2",NA
"13353","意想不到","0","5",NA
"13354","意欲","N",NA,NA
"13355","意欲","P","1",NA
"13356","意在","P","1",NA
"13357","溢美","P","1",1
"13358","義","","",NA
"13359","義憤","N","4",NA
"13360","義憤填膺","N","4",NA
"13361","義舉","P","1",NA
"13362","義舉","P","1",NA
"13363","義氣","P","",NA
"13364","義無反顧","P","",NA
"13365","義無反顧","P","",NA
"13366","毅立","P","",NA
"13367","毅然","P","",NA
"13368","臆造","N","4",4
"13369","藝術","P","",NA
"13370","議論紛紛","","4",NA
"13371","議論紛紛","N","3",NA
"13372","因病過世","N","2",NA
"13373","因病過世","N","3",NA
"13374","因地制宜","P","",NA
"13375","因緣際會","P","",NA
"13376","殷切","P","1",NA
"13377","殷勤","P","1",1
"13378","殷殷","N","1",NA
"13379","殷憂","N","2",NA
"13380","陰+謀","N","4",NA
"13381","陰暗","N","2",2
"13382","陰暗的","N","3",NA
"13383","陰沉","N","2",2
"13384","陰毒","N","4",4
"13385","陰溝裡翻船","N","",NA
"13386","陰了一點","N","",NA
"13387","陰霾","N","",NA
"13388","陰氣","N","3",NA
"13389","陰森","N","2",2
"13390","陰世","N","3",NA
"13391","陰險","N","4",4
"13392","陰陽二仙","N","3",NA
"13393","陰陽怪氣","N","2",2
"13394","陰陽眼","N","3",NA
"13395","陰影","N","",NA
"13396","陰影下","N","",NA
"13397","陰鬱","N","2",2
"13398","陰賊","N","4",4
"13399","瘖默","N","2",NA
"13400","淫蟲","N","4",NA
"13401","淫婦","N","4",NA
"13402","引發","N","",NA
"13403","引發","N","",NA
"13404","引發各界關注","","4",NA
"13405","引發各界關注","N","3",NA
"13406","引發各界撻伐","N","4",NA
"13407","引發各界撻伐","N","2",NA
"13408","引發各界議論","N","4",NA
"13409","引發各界議論","N","2",NA
"13410","引發聯想","N","2",NA
"13411","引發聯想","N","4",NA
"13412","引發殺機","N","3",NA
"13413","引發喧然大波","0","5",NA
"13414","引發喧然大波","N","5",NA
"13415","引咎","N","2",NA
"13416","引咎責躬","N","2",NA
"13417","引咎自責","N","2",NA
"13418","引來","N","",NA
"13419","引起","N","",NA
"13420","引起","N","",NA
"13421","引起網友撻伐","N","4",NA
"13422","引起網友撻伐","N","2",NA
"13423","引人入勝","P","1",NA
"13424","引人注目","0","",NA
"13425","引人注目","P",NA,NA
"13426","引誘","N","",NA
"13427","引誘","N","",NA
"13428","飲恨","N","4",NA
"13429","飲酒","N","",NA
"13430","飲泣","N","2",NA
"13431","飲泣吞聲","N","2",NA
"13432","隱諱","N","",NA
"13433","隱瞞","N","",NA
"13434","隱去","N","",NA
"13435","隱私","N","",NA
"13436","隱痛","N","2",NA
"13437","隱姓埋名","N","4",4
"13438","隱隱傳來","N","3",NA
"13439","隱隱約約","N","3",NA
"13440","隱隱作痛","N","2",NA
"13441","隱憂","N","2",NA
"13442","隱約其詞","N","3",3
"13443","癮君子","N","4",NA
"13444","印象更是不好","N","",NA
"13445","印象很深刻","P","",NA
"13446","印象扣分","N","2",NA
"13447","印象扣分","N","3",NA
"13448","印象深刻","P","",NA
"13449","英俊","P","1",NA
"13450","英靈","N","2",NA
"13451","英靈","N","3",NA
"13452","英明","P","1",1
"13453","英明神武","P","",NA
"13454","英雄","P","1",NA
"13455","英雄","P","1",NA
"13456","英勇","P","1",NA
"13457","英勇","P","1",NA
"13458","英姿","P","",NA
"13459","嬰兒的小屁股","P","",NA
"13460","嬰兒皮膚","P","",NA
"13461","應道歉","P","1",NA
"13462","應道歉","P","1",NA
"13463","應付","0","",NA
"13464","應聲蟲","N","4",NA
"13465","應下架","N","4",NA
"13466","應下架","N","2",NA
"13467","應有盡有","P","",NA
"13468","應有盡有","P","",NA
"13469","應召","N","",NA
"13470","應召站","N","",NA
"13471","迎阿","N","4",4
"13472","迎風搖曳","P","",NA
"13473","迎合","N","4",4
"13474","迎刃而解","P","",NA
"13475","盈眶","0","",NA
"13476","營救","","4",NA
"13477","營救","N","3",NA
"13478","營養不良","N","",NA
"13479","贏","P","1",NA
"13480","贏得","P","1",NA
"13481","贏得肯定","P","1",NA
"13482","贏錢","P","1",NA
"13483","贏錢","P","",NA
"13484","贏取","P","1",NA
"13485","影響不了","P","",NA
"13486","影響到","N","",NA
"13487","影響力","P","",NA
"13488","穎慧","P","1",1
"13489","穎悟","P","1",1
"13490","硬","P","1",NA
"13491","硬開","","4",NA
"13492","硬了","P","1",NA
"13493","硬氣","P","",NA
"13494","硬是","N","",NA
"13495","硬要","","4",NA
"13496","硬要幫","N","",NA
"13497","硬要說","N","",NA
"13498","硬著頭皮","N","2",NA
"13499","硬著頭皮","N","",NA
"13500","唷","P","1",NA
"13501","唷","P","5",NA
"13502","庸碌","N","4",4
"13503","庸人自擾","N","",NA
"13504","庸人自擾","N","",NA
"13505","慵懶","N","2",2
"13506","擁抱","P","1",NA
"13507","擁抱","P","",NA
"13508","擁抱","P","1",NA
"13509","擁抱了","P","",NA
"13510","擁護","P","",NA
"13511","擁有","P","1",NA
"13512","擁有","P","1",NA
"13513","臃腫","N","",NA
"13514","永不","N","",NA
"13515","永遠不知道","N","",NA
"13516","永遠地失去","N","2",NA
"13517","永遠都記得","N","",NA
"13518","永遠留存","P","1",NA
"13519","永遠留存","P","1",NA
"13520","永遠無法猜透","N","",NA
"13521","永遠幸福","P","1",NA
"13522","勇","P","",NA
"13523","勇敢","P","1",NA
"13524","勇敢","P","",NA
"13525","勇敢的人","P","",NA
"13526","勇敢求救","","4",NA
"13527","勇敢求救","N","3",NA
"13528","勇悍","P","",NA
"13529","勇猛","P","",NA
"13530","勇氣","P","",NA
"13531","勇氣","P","",NA
"13532","勇往直前","P","",NA
"13533","勇武","P","",NA
"13534","勇壯","P","",NA
"13535","踴躍","P","",NA
"13536","用鼻孔看人","","4",NA
"13537","用盡","N","2",NA
"13538","用盡","N","3",NA
"13539","用力","0","",NA
"13540","用力","N",NA,NA
"13541","用力地踩","N","",NA
"13542","用力的踹","","4",NA
"13543","用力拉","N","3",NA
"13544","用心","P","",NA
"13545","用心","P","",NA
"13546","用心良苦","N",NA,NA
"13547","用心良苦","P","1",NA
"13548","用眼過度","N","",NA
"13549","用眼過度","N","",NA
"13550","用眼過久","","4",NA
"13551","用眼過久","N","3",NA
"13552","用用看","P","",NA
"13553","呦","P","1",NA
"13554","幽靈","N","3",NA
"13555","幽默","P","1",NA
"13556","幽默感","P","1",NA
"13557","幽默感","P","",NA
"13558","幽咽","N","",NA
"13559","幽怨","N","4",NA
"13560","悠然","P","",NA
"13561","悠然","P","1",NA
"13562","悠然自得","P","1",NA
"13563","悠閒","P","1",NA
"13564","悠悠","P","1",NA
"13565","悠悠哉哉","P","1",NA
"13566","悠遊","P","1",NA
"13567","憂","N","2",NA
"13568","憂愁","","2",NA
"13569","憂煩","N","2",NA
"13570","憂憤","N","2,4",NA
"13571","憂患","N","2",NA
"13572","憂懼","N","2,3",NA
"13573","憂困","N","2",NA
"13574","憂勞","N","",NA
"13575","憂慮","N","2,3",NA
"13576","憂悶","N","2",NA
"13577","憂惱","N","2,3",NA
"13578","憂念","N","2",NA
"13579","憂戚","N","2",NA
"13580","憂傷","N","2",NA
"13581","憂思","N","2,3",NA
"13582","憂心","N","2,3",NA
"13583","憂心忡忡","N","2,3",NA
"13584","憂心如焚","N","2,3",NA
"13585","憂悒","N","2",NA
"13586","憂鬱","N","2",NA
"13587","憂鬱纏身","N","2",NA
"13588","憂鬱纏身","N","3",NA
"13589","憂鬱症","N","2",NA
"13590","憂鬱症","N","3",NA
"13591","優","P","1",NA
"13592","優點","P","1",NA
"13593","優惠","P","1",NA
"13594","優良","P","1",NA
"13595","優美","P","1",NA
"13596","優容","P","1",1
"13597","優柔","N","5",4
"13598","優柔寡斷","N","",NA
"13599","優勝","P","1",NA
"13600","優勢","P","1",NA
"13601","優閒","P","1",NA
"13602","優閒","P","1",NA
"13603","優秀","P","1",NA
"13604","優雅","P","1",NA
"13605","優游","P","1",NA
"13606","優遊","P","1",NA
"13607","優越","P","1",1
"13608","優越感","P","",NA
"13609","優哉游哉","P","1",NA
"13610","優質","P","",NA
"13611","尤其是你","","4",NA
"13612","由衷","P","1",1
"13613","油光滿面","N","2",NA
"13614","油光滿面","N","",NA
"13615","油滑","N","4",4
"13616","油價止跌回升","N","4",NA
"13617","油價止跌回升","N","2",NA
"13618","油煎火燎","N","3",NA
"13619","油腔滑調","N","4",4
"13620","油然而生","N","",NA
"13621","油然而生","P",NA,NA
"13622","油脂","N","",NA
"13623","油嘴","N","4",4
"13624","油嘴滑舌","N","4",4
"13625","游刃有餘","P","1",1
"13626","游移","N","5",4
"13627","猶如","N","",NA
"13628","猶疑","0","",NA
"13629","猶豫","0","",NA
"13630","遊蕩","N","4",4
"13631","遊手好閒","N","4",2
"13632","遊戲","P","1",NA
"13633","遊戲人間","N","4",NA
"13634","友","0","",NA
"13635","友愛","P","1",NA
"13636","友好","P","1",NA
"13637","友好往來","P","1",NA
"13638","友善","P","1",NA
"13639","友善","P","1",NA
"13640","友誼","P","1",NA
"13641","有本事","C","2",NA
"13642","有本事","N","4",NA
"13643","有才","0","5",NA
"13644","有才","P",NA,NA
"13645","有差別嗎","N","",NA
"13646","有仇","","4",NA
"13647","有仇","N",NA,NA
"13648","有擔當一點","","4",NA
"13649","有的沒的","N","4",NA
"13650","有的沒有的","N","",NA
"13651","有點悲","N","2",NA
"13652","有點怪","N","3",NA
"13653","有點誇張","N","",NA
"13654","有點累","N","2",NA
"13655","有點嚇到","N","3",NA
"13656","有點豬","N","",NA
"13657","有點豬","N","",NA
"13658","有感地震","","4",NA
"13659","有感地震","N","3",NA
"13660","有感而發","N","2",NA
"13661","有感情","N","2",NA
"13662","有個人陪","P","",NA
"13663","有功","P","",NA
"13664","有夠煩","","4",NA
"13665","有夠好意思","N","4",NA
"13666","有夠誇張","N","4",NA
"13667","有夠難用","","4",NA
"13668","有夠胖","N","",NA
"13669","有害","N","4",NA
"13670","有害身心健康","N","",NA
"13671","有機會","P","1",NA
"13672","有機會","P","1",NA
"13673","有幾人","","4",NA
"13674","有精神","P","1",NA
"13675","有驚無險","P","1",NA
"13676","有看沒有懂","","4",NA
"13677","有空","P","",NA
"13678","有空去看她","N","2",NA
"13679","有口皆碑","P","1",1
"13680","有口難言","N","2",NA
"13681","有愧","N","",NA
"13682","有來生","P","",NA
"13683","有了起色","P","",NA
"13684","有禮貌","P","",NA
"13685","有力","P","",NA
"13686","有利","P","1",NA
"13687","有利可圖","N","4",NA
"13688","有利可圖","N","2",NA
"13689","有你的陪伴","P","1",NA
"13690","有氣無力","N","2",NA
"13691","有氣質","P","",NA
"13692","有錢","P","1",NA
"13693","有錢","P","",NA
"13694","有趣","P","1",NA
"13695","有趣","P","1",NA
"13696","有任何後援","N","",NA
"13697","有認真","P","1",NA
"13698","有捨才有得","P","",NA
"13699","有身孕","P","",NA
"13700","有什麼用","N","",NA
"13701","有甚麼好","N","",NA
"13702","有時候還","P","",NA
"13703","有事嗎","N","4",NA
"13704","有天分","P","",NA
"13705","有完沒完","N","4",NA
"13706","有為","P","1",NA
"13707","有問題","","4",NA
"13708","有問題","N","3",NA
"13709","有我自己","P","",NA
"13710","有誤","N","",NA
"13711","有效","P","1",NA
"13712","有效","P","1",NA
"13713","有笑","P","1",NA
"13714","有心無力","N","",NA
"13715","有幸","P","1",NA
"13716","有洋蔥","N","2",NA
"13717","有樣學樣","N","",NA
"13718","有樣學樣","N","",NA
"13719","有益","P","1",NA
"13720","有意見","","4",NA
"13721","有用","P","1",NA
"13722","有詐","N","",NA
"13723","有種不要","","4",NA
"13724","有種就","N","4",NA
"13725","有助","P","",NA
"13726","又不是","N","4",NA
"13727","又不是沒","N","",NA
"13728","又傳","N","4",NA
"13729","又傳","N","2",NA
"13730","又犯","","4",NA
"13731","又高又帥","P","",NA
"13732","又驚又喜","P","1,5",NA
"13733","又哭了","N","2",NA
"13734","又能期盼什麼","","4",NA
"13735","又如何","","4",NA
"13736","又逃","N","",NA
"13737","又想起你","N","2",NA
"13738","又要開始","N","",NA
"13739","又要開始上班","N","",NA
"13740","又遇上","N","",NA
"13741","又髒","N","",NA
"13742","又怎麼樣","","4",NA
"13743","又整齊","P","",NA
"13744","幼稚","N","4",NA
"13745","誘發","N","",NA
"13746","誘拐","N","4",NA
"13747","誘惑","N","",NA
"13748","誘騙","N","4",4
"13749","淤青","","4",NA
"13750","淤青","N","3",NA
"13751","瘀青","N","3",NA
"13752","娛樂","P","1",NA
"13753","愉","P","1",NA
"13754","愉快","P","1",NA
"13755","愉悅","P","1",NA
"13756","逾期","","4",NA
"13757","逾期","N","3",NA
"13758","逾期未繳金","N","",NA
"13759","愚笨","N","4",NA
"13760","愚痴","N","4",4
"13761","愚蠢","N","4",NA
"13762","愚鈍","N","4",4
"13763","愚陋","N","4",4
"13764","愚魯","N","4",4
"13765","愚昧","N","4",4
"13766","愚蒙","N","4",4
"13767","愚弱","N","2",2
"13768","愚傻","N","4",4
"13769","愚頑","N","4",NA
"13770","愚拙","N","4",4
"13771","餘光","N","",NA
"13772","餘悸","N","3",NA
"13773","餘悸猶存","","4",NA
"13774","餘悸猶存","N","3",NA
"13775","踰矩","N","4",4
"13776","踰越","N","4",4
"13777","予取予求","N","4",NA
"13778","予取予求","N","2",NA
"13779","予以尊重","P","1",NA
"13780","羽毛未豐","N","4",4
"13781","與時並進","P","",NA
"13782","與世浮沉","N","4",NA
"13783","與世隔絕","N","2",NA
"13784","與他人來往密切","N","",NA
"13785","與眾不同","P","1",1
"13786","與眾不同","P","",NA
"13787","語帶威脅","N","4",NA
"13788","語帶威脅","N","2",NA
"13789","語氣是好的","P","",NA
"13790","語塞","N","3",NA
"13791","語塞","N","4",NA
"13792","語無倫次","N","3",3
"13793","語無倫次","N","3",NA
"13794","語焉不詳","N","3",3
"13795","語言不通","N","",NA
"13796","語重心常","N","2",NA
"13797","語重心長","N","4",NA
"13798","玉石俱焚","N","3",NA
"13799","欲","0","",NA
"13800","欲罷不能","P","",NA
"13801","欲絕","N","",NA
"13802","欲哭無淚","N","",NA
"13803","欲擒故縱","N","",NA
"13804","欲說還休","N","3",3
"13805","欲笑無聲","0","",NA
"13806","欲言又止","0","",NA
"13807","欲語還休","N","3",3
"13808","遇到","0","",NA
"13809","遇到你","P","",NA
"13810","遇害","N","2",NA
"13811","遇害","N","3",NA
"13812","遇難","N","2",NA
"13813","遇上這種事","N","",NA
"13814","遇上這種事","N","",NA
"13815","預算赤字","N","4",NA
"13816","預算赤字","N","2",NA
"13817","獄友","N","",NA
"13818","慾火","P","1",NA
"13819","慾火","P","1",NA
"13820","慾火","P","1",NA
"13821","慾火焚身","0","1",NA
"13822","慾望","","4",NA
"13823","譽","P","1",NA
"13824","譽為","P","",NA
"13825","譽為","P","",NA
"13826","鬱","N","2",NA
"13827","鬱積","N","2",NA
"13828","鬱結","N","2",NA
"13829","鬱悶","N","2",NA
"13830","鬱抑","N","2",NA
"13831","鬱悒","N","2",NA
"13832","鬱鬱不樂","N","2",NA
"13833","鬱鬱寡歡","N","2",NA
"13834","鬱卒","N","2",NA
"13835","冤魂","N","3",NA
"13836","冤親債主","N","",NA
"13837","冤屈","N","2",NA
"13838","冤枉","N","2",NA
"13839","冤枉","N","2",NA
"13840","冤獄","N","4",NA
"13841","冤獄","N","2",NA
"13842","元神","N","3",NA
"13843","元兇","N","",NA
"13844","元嬰","N","3",NA
"13845","原本","N","2",NA
"13846","原本","N","3",NA
"13847","原本期待","N","",NA
"13848","原地盤桓","N","2",NA
"13849","原來","0","5",NA
